UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
AA,American Airlines Inc.,12892,LAX,12173,HNL,1
AA,American Airlines Inc.,12892,LAX,12339,IND,1
AA,American Airlines Inc.,12892,LAX,12478,JFK,1
AA,American Airlines Inc.,12892,LAX,12758,KOA,1
AA,American Airlines Inc.,12892,LAX,12889,LAS,1
AA,American Airlines Inc.,12892,LAX,12982,LIH,1
AA,American Airlines Inc.,12892,LAX,13204,MCO,1
AA,American Airlines Inc.,12892,LAX,13303,MIA,1
AA,American Airlines Inc.,12892,LAX,13830,OGG,1
AA,American Airlines Inc.,12892,LAX,13930,ORD,1
AA,American Airlines Inc.,12892,LAX,14100,PHL,1
AA,American Airlines Inc.,12892,LAX,14107,PHX,1
AA,American Airlines Inc.,12892,LAX,14492,RDU,1
AA,American Airlines Inc.,12892,LAX,14683,SAT,1
AA,American Airlines Inc.,12892,LAX,14747,SEA,1
AA,American Airlines Inc.,12892,LAX,14771,SFO,1
AA,American Airlines Inc.,12892,LAX,15016,STL,1
AA,American Airlines Inc.,12892,LAX,15304,TPA,1
AA,American Airlines Inc.,12896,LBB,11298,DFW,1
AA,American Airlines Inc.,12953,LGA,10397,ATL,1
AA,American Airlines Inc.,12953,LGA,10693,BNA,1
AA,American Airlines Inc.,12953,LGA,11057,CLT,1
AA,American Airlines Inc.,12953,LGA,11278,DCA,1
AA,American Airlines Inc.,12953,LGA,11298,DFW,1
AA,American Airlines Inc.,12953,LGA,11503,EGE,1
AA,American Airlines Inc.,12953,LGA,12441,JAC,1
AA,American Airlines Inc.,12953,LGA,13303,MIA,1
AA,American Airlines Inc.,12953,LGA,13502,MTJ,1
AA,American Airlines Inc.,12953,LGA,13930,ORD,1
AA,American Airlines Inc.,12953,LGA,14492,RDU,1
AA,American Airlines Inc.,12953,LGA,15016,STL,1
AA,American Airlines Inc.,12982,LIH,12173,HNL,1
AA,American Airlines Inc.,12982,LIH,12892,LAX,1
AA,American Airlines Inc.,12982,LIH,14107,PHX,1
AA,American Airlines Inc.,12992,LIT,11057,CLT,1
AA,American Airlines Inc.,12992,LIT,11298,DFW,1
AA,American Airlines Inc.,13198,MCI,11057,CLT,1
AA,American Airlines Inc.,13198,MCI,11278,DCA,1
AA,American Airlines Inc.,13198,MCI,11298,DFW,1
AA,American Airlines Inc.,13198,MCI,13303,MIA,1
AA,American Airlines Inc.,13198,MCI,13930,ORD,1
AA,American Airlines Inc.,13198,MCI,14100,PHL,1
AA,American Airlines Inc.,13198,MCI,14107,PHX,1
AA,American Airlines Inc.,13204,MCO,10423,AUS,1
AA,American Airlines Inc.,13204,MCO,11057,CLT,1
AA,American Airlines Inc.,13204,MCO,11278,DCA,1
AA,American Airlines Inc.,13204,MCO,11298,DFW,1
AA,American Airlines Inc.,13204,MCO,12892,LAX,1
AA,American Airlines Inc.,13204,MCO,13303,MIA,1
AA,American Airlines Inc.,13204,MCO,13930,ORD,1
AA,American Airlines Inc.,13204,MCO,14100,PHL,1
AA,American Airlines Inc.,13204,MCO,14107,PHX,1
AA,American Airlines Inc.,13204,MCO,14685,SAV,1
AA,American Airlines Inc.,13230,MDT,11057,CLT,1
AA,American Airlines Inc.,13230,MDT,11298,DFW,1
AA,American Airlines Inc.,13244,MEM,11057,CLT,1
AA,American Airlines Inc.,13244,MEM,11298,DFW,1
AA,American Airlines Inc.,13244,MEM,13303,MIA,1
AA,American Airlines Inc.,13244,MEM,14107,PHX,1
AA,American Airlines Inc.,13256,MFE,11298,DFW,1
AA,American Airlines Inc.,13303,MIA,10397,ATL,1
AA,American Airlines Inc.,13303,MIA,10423,AUS,1
AA,American Airlines Inc.,13303,MIA,10529,BDL,1
AA,American Airlines Inc.,13303,MIA,10693,BNA,1
AA,American Airlines Inc.,13303,MIA,10721,BOS,1
AA,American Airlines Inc.,13303,MIA,10821,BWI,1
AA,American Airlines Inc.,13303,MIA,11042,CLE,1
AA,American Airlines Inc.,13303,MIA,11057,CLT,1
AA,American Airlines Inc.,13303,MIA,11278,DCA,1
AA,American Airlines Inc.,13303,MIA,11292,DEN,1
AA,American Airlines Inc.,13303,MIA,11298,DFW,1
AA,American Airlines Inc.,13303,MIA,11433,DTW,1
AA,American Airlines Inc.,13303,MIA,11503,EGE,1
AA,American Airlines Inc.,13303,MIA,11618,EWR,1
AA,American Airlines Inc.,13303,MIA,11624,EYW,1
AA,American Airlines Inc.,13303,MIA,12266,IAH,1
AA,American Airlines Inc.,13303,MIA,12339,IND,1
AA,American Airlines Inc.,13303,MIA,12441,JAC,1
AA,American Airlines Inc.,13303,MIA,12451,JAX,1
AA,American Airlines Inc.,13303,MIA,12478,JFK,1
AA,American Airlines Inc.,13303,MIA,12889,LAS,1
AA,American Airlines Inc.,13303,MIA,12892,LAX,1
AA,American Airlines Inc.,13303,MIA,12953,LGA,1
AA,American Airlines Inc.,13303,MIA,13198,MCI,1
AA,American Airlines Inc.,13303,MIA,13204,MCO,1
AA,American Airlines Inc.,13303,MIA,13244,MEM,1
AA,American Airlines Inc.,13303,MIA,13487,MSP,1
AA,American Airlines Inc.,13303,MIA,13495,MSY,1
AA,American Airlines Inc.,13303,MIA,13930,ORD,1
AA,American Airlines Inc.,13303,MIA,13931,ORF,1
AA,American Airlines Inc.,13303,MIA,14100,PHL,1
AA,American Airlines Inc.,13303,MIA,14107,PHX,1
AA,American Airlines Inc.,13303,MIA,14122,PIT,1
AA,American Airlines Inc.,13303,MIA,14492,RDU,1
AA,American Airlines Inc.,13303,MIA,14524,RIC,1
AA,American Airlines Inc.,13303,MIA,14679,SAN,1
AA,American Airlines Inc.,13303,MIA,14683,SAT,1
AA,American Airlines Inc.,13303,MIA,14685,SAV,1
AA,American Airlines Inc.,13303,MIA,14730,SDF,1
AA,American Airlines Inc.,13303,MIA,14747,SEA,1
AA,American Airlines Inc.,13303,MIA,14771,SFO,1
AA,American Airlines Inc.,13303,MIA,14843,SJU,1
AA,American Airlines Inc.,13303,MIA,14869,SLC,1
AA,American Airlines Inc.,13303,MIA,15016,STL,1
AA,American Airlines Inc.,13303,MIA,15024,STT,1
AA,American Airlines Inc.,13303,MIA,15027,STX,1
AA,American Airlines Inc.,13303,MIA,15304,TPA,1
AA,American Airlines Inc.,13342,MKE,11057,CLT,1
AA,American Airlines Inc.,13342,MKE,11298,DFW,1
AA,American Airlines Inc.,13342,MKE,14107,PHX,1
AA,American Airlines Inc.,13485,MSN,11057,CLT,1
AA,American Airlines Inc.,13485,MSN,11298,DFW,1
AA,American Airlines Inc.,13485,MSN,14107,PHX,1
AA,American Airlines Inc.,13486,MSO,11298,DFW,1
AA,American Airlines Inc.,13487,MSP,11057,CLT,1
AA,American Airlines Inc.,13487,MSP,11298,DFW,1
AA,American Airlines Inc.,13487,MSP,13303,MIA,1
AA,American Airlines Inc.,13487,MSP,13930,ORD,1
AA,American Airlines Inc.,13487,MSP,14107,PHX,1
AA,American Airlines Inc.,13495,MSY,11057,CLT,1
AA,American Airlines Inc.,13495,MSY,11278,DCA,1
AA,American Airlines Inc.,13495,MSY,11298,DFW,1
AA,American Airlines Inc.,13495,MSY,13303,MIA,1
AA,American Airlines Inc.,13495,MSY,13930,ORD,1
AA,American Airlines Inc.,13495,MSY,14100,PHL,1
AA,American Airlines Inc.,13495,MSY,14107,PHX,1
AA,American Airlines Inc.,13502,MTJ,11298,DFW,1
AA,American Airlines Inc.,13502,MTJ,12953,LGA,1
AA,American Airlines Inc.,13577,MYR,11057,CLT,1
AA,American Airlines Inc.,13830,OGG,11298,DFW,1
AA,American Airlines Inc.,13830,OGG,12892,LAX,1
AA,American Airlines Inc.,13830,OGG,14107,PHX,1
AA,American Airlines Inc.,13851,OKC,11057,CLT,1
AA,American Airlines Inc.,13851,OKC,11298,DFW,1
AA,American Airlines Inc.,13871,OMA,11057,CLT,1
AA,American Airlines Inc.,13871,OMA,11298,DFW,1
AA,American Airlines Inc.,13871,OMA,13930,ORD,1
AA,American Airlines Inc.,13871,OMA,14107,PHX,1
AA,American Airlines Inc.,13891,ONT,11057,CLT,1
AA,American Airlines Inc.,13891,ONT,11298,DFW,1
AA,American Airlines Inc.,13891,ONT,12889,LAS,1
AA,American Airlines Inc.,13891,ONT,14107,PHX,1
AA,American Airlines Inc.,13930,ORD,10140,ABQ,1
AA,American Airlines Inc.,13930,ORD,10257,ALB,1
AA,American Airlines Inc.,13930,ORD,10397,ATL,1
AA,American Airlines Inc.,13930,ORD,10423,AUS,1
AA,American Airlines Inc.,13930,ORD,10529,BDL,1
AA,American Airlines Inc.,13930,ORD,10693,BNA,1
AA,American Airlines Inc.,13930,ORD,10721,BOS,1
AA,American Airlines Inc.,13930,ORD,10821,BWI,1
AA,American Airlines Inc.,13930,ORD,10849,BZN,1
AA,American Airlines Inc.,13930,ORD,11042,CLE,1
AA,American Airlines Inc.,13930,ORD,11057,CLT,1
AA,American Airlines Inc.,13930,ORD,11278,DCA,1
AA,American Airlines Inc.,13930,ORD,11292,DEN,1
AA,American Airlines Inc.,13930,ORD,11298,DFW,1
AA,American Airlines Inc.,13930,ORD,11503,EGE,1
AA,American Airlines Inc.,13930,ORD,11540,ELP,1
AA,American Airlines Inc.,13930,ORD,11618,EWR,1
AA,American Airlines Inc.,13930,ORD,11697,FLL,1
AA,American Airlines Inc.,13930,ORD,11977,GRB,1
AA,American Airlines Inc.,13930,ORD,12266,IAH,1
AA,American Airlines Inc.,13930,ORD,12339,IND,1
AA,American Airlines Inc.,13930,ORD,12441,JAC,1
AA,American Airlines Inc.,13930,ORD,12451,JAX,1
AA,American Airlines Inc.,13930,ORD,12478,JFK,1
AA,American Airlines Inc.,13930,ORD,12889,LAS,1
AA,American Airlines Inc.,13930,ORD,12892,LAX,1
AA,American Airlines Inc.,13930,ORD,12953,LGA,1
AA,American Airlines Inc.,13930,ORD,13198,MCI,1
AA,American Airlines Inc.,13930,ORD,13204,MCO,1
AA,American Airlines Inc.,13930,ORD,13303,MIA,1
AA,American Airlines Inc.,13930,ORD,13487,MSP,1
AA,American Airlines Inc.,13930,ORD,13495,MSY,1
AA,American Airlines Inc.,13930,ORD,13871,OMA,1
AA,American Airlines Inc.,13930,ORD,14027,PBI,1
AA,American Airlines Inc.,13930,ORD,14100,PHL,1
AA,American Airlines Inc.,13930,ORD,14107,PHX,1
AA,American Airlines Inc.,13930,ORD,14122,PIT,1
AA,American Airlines Inc.,13930,ORD,14262,PSP,1
AA,American Airlines Inc.,13930,ORD,14492,RDU,1
AA,American Airlines Inc.,13930,ORD,14635,RSW,1
AA,American Airlines Inc.,13930,ORD,14679,SAN,1
AA,American Airlines Inc.,13930,ORD,14683,SAT,1
AA,American Airlines Inc.,13930,ORD,14747,SEA,1
AA,American Airlines Inc.,13930,ORD,14771,SFO,1
AA,American Airlines Inc.,13930,ORD,14843,SJU,1
AA,American Airlines Inc.,13930,ORD,14869,SLC,1
AA,American Airlines Inc.,13930,ORD,14893,SMF,1
AA,American Airlines Inc.,13930,ORD,14908,SNA,1
AA,American Airlines Inc.,13930,ORD,14986,SRQ,1
AA,American Airlines Inc.,13930,ORD,15016,STL,1
AA,American Airlines Inc.,13930,ORD,15024,STT,1
AA,American Airlines Inc.,13930,ORD,15304,TPA,1
AA,American Airlines Inc.,13930,ORD,15376,TUS,1
AA,American Airlines Inc.,13931,ORF,11057,CLT,1
AA,American Airlines Inc.,13931,ORF,11298,DFW,1
AA,American Airlines Inc.,13931,ORF,13303,MIA,1
AA,American Airlines Inc.,14027,PBI,11057,CLT,1
AA,American Airlines Inc.,14027,PBI,11278,DCA,1
AA,American Airlines Inc.,14027,PBI,11298,DFW,1
AA,American Airlines Inc.,14027,PBI,13930,ORD,1
AA,American Airlines Inc.,14027,PBI,14100,PHL,1
AA,American Airlines Inc.,14057,PDX,11057,CLT,1
AA,American Airlines Inc.,14057,PDX,11298,DFW,1
AA,American Airlines Inc.,14057,PDX,14107,PHX,1
AA,American Airlines Inc.,14100,PHL,10397,ATL,1
AA,American Airlines Inc.,14100,PHL,10423,AUS,1
AA,American Airlines Inc.,14100,PHL,10693,BNA,1
AA,American Airlines Inc.,14100,PHL,10721,BOS,1
AA,American Airlines Inc.,14100,PHL,10994,CHS,1
AA,American Airlines Inc.,14100,PHL,11057,CLT,1
AA,American Airlines Inc.,14100,PHL,11066,CMH,1
AA,American Airlines Inc.,14100,PHL,11292,DEN,1
AA,American Airlines Inc.,14100,PHL,11298,DFW,1
AA,American Airlines Inc.,14100,PHL,11624,EYW,1
AA,American Airlines Inc.,14100,PHL,11697,FLL,1
AA,American Airlines Inc.,14100,PHL,12266,IAH,1
AA,American Airlines Inc.,14100,PHL,12339,IND,1
AA,American Airlines Inc.,14100,PHL,12451,JAX,1
AA,American Airlines Inc.,14100,PHL,12889,LAS,1
AA,American Airlines Inc.,14100,PHL,12892,LAX,1
AA,American Airlines Inc.,14100,PHL,13198,MCI,1
AA,American Airlines Inc.,14100,PHL,13204,MCO,1
AA,American Airlines Inc.,14100,PHL,13303,MIA,1
AA,American Airlines Inc.,14100,PHL,13495,MSY,1
AA,American Airlines Inc.,14100,PHL,13930,ORD,1
AA,American Airlines Inc.,14100,PHL,14027,PBI,1
AA,American Airlines Inc.,14100,PHL,14107,PHX,1
AA,American Airlines Inc.,14100,PHL,14122,PIT,1
AA,American Airlines Inc.,14100,PHL,14492,RDU,1
AA,American Airlines Inc.,14100,PHL,14635,RSW,1
AA,American Airlines Inc.,14100,PHL,14679,SAN,1
AA,American Airlines Inc.,14100,PHL,14747,SEA,1
AA,American Airlines Inc.,14100,PHL,14771,SFO,1
AA,American Airlines Inc.,14100,PHL,14843,SJU,1
AA,American Airlines Inc.,14100,PHL,14869,SLC,1
AA,American Airlines Inc.,14100,PHL,14986,SRQ,1
AA,American Airlines Inc.,14100,PHL,15016,STL,1
AA,American Airlines Inc.,14100,PHL,15024,STT,1
AA,American Airlines Inc.,14100,PHL,15304,TPA,1
AA,American Airlines Inc.,14107,PHX,10140,ABQ,1
AA,American Airlines Inc.,14107,PHX,10397,ATL,1
AA,American Airlines Inc.,14107,PHX,10423,AUS,1
AA,American Airlines Inc.,14107,PHX,10561,BFL,1
AA,American Airlines Inc.,14107,PHX,10693,BNA,1
AA,American Airlines Inc.,14107,PHX,10713,BOI,1
AA,American Airlines Inc.,14107,PHX,10721,BOS,1
AA,American Airlines Inc.,14107,PHX,10800,BUR,1
AA,American Airlines Inc.,14107,PHX,11003,CID,1
AA,American Airlines Inc.,14107,PHX,11057,CLT,1
AA,American Airlines Inc.,14107,PHX,11066,CMH,1
AA,American Airlines Inc.,14107,PHX,11193,CVG,1
AA,American Airlines Inc.,14107,PHX,11278,DCA,1
AA,American Airlines Inc.,14107,PHX,11292,DEN,1
AA,American Airlines Inc.,14107,PHX,11298,DFW,1
AA,American Airlines Inc.,14107,PHX,11298,DFW,1
AA,American Airlines Inc.,14107,PHX,11423,DSM,1
AA,American Airlines Inc.,14107,PHX,11433,DTW,1
AA,American Airlines Inc.,14107,PHX,11540,ELP,1
AA,American Airlines Inc.,14107,PHX,11603,EUG,1
AA,American Airlines Inc.,14107,PHX,11618,EWR,1
AA,American Airlines Inc.,14107,PHX,11638,FAT,1
AA,American Airlines Inc.,14107,PHX,11884,GEG,1
AA,American Airlines Inc.,14107,PHX,11986,GRR,1
AA,American Airlines Inc.,14107,PHX,12173,HNL,1
AA,American Airlines Inc.,14107,PHX,12266,IAH,1
AA,American Airlines Inc.,14107,PHX,12339,IND,1
AA,American Airlines Inc.,14107,PHX,12478,JFK,1
AA,American Airlines Inc.,14107,PHX,12758,KOA,1
AA,American Airlines Inc.,14107,PHX,12889,LAS,1
AA,American Airlines Inc.,14107,PHX,12892,LAX,1
AA,American Airlines Inc.,14107,PHX,12982,LIH,1
AA,American Airlines Inc.,14107,PHX,13198,MCI,1
AA,American Airlines Inc.,14107,PHX,13204,MCO,1
AA,American Airlines Inc.,14107,PHX,13244,MEM,1
AA,American Airlines Inc.,14107,PHX,13303,MIA,1
AA,American Airlines Inc.,14107,PHX,13342,MKE,1
AA,American Airlines Inc.,14107,PHX,13485,MSN,1
AA,American Airlines Inc.,14107,PHX,13487,MSP,1
AA,American Airlines Inc.,14107,PHX,13495,MSY,1
AA,American Airlines Inc.,14107,PHX,13830,OGG,1
AA,American Airlines Inc.,14107,PHX,13871,OMA,1
AA,American Airlines Inc.,14107,PHX,13891,ONT,1
AA,American Airlines Inc.,14107,PHX,13930,ORD,1
AA,American Airlines Inc.,14107,PHX,14057,PDX,1
AA,American Airlines Inc.,14107,PHX,14100,PHL,1
AA,American Airlines Inc.,14107,PHX,14122,PIT,1
AA,American Airlines Inc.,14107,PHX,14262,PSP,1
AA,American Airlines Inc.,14107,PHX,14492,RDU,1
AA,American Airlines Inc.,14107,PHX,14570,RNO,1
AA,American Airlines Inc.,14107,PHX,14679,SAN,1
AA,American Airlines Inc.,14107,PHX,14683,SAT,1
AA,American Airlines Inc.,14107,PHX,14689,SBA,1
AA,American Airlines Inc.,14107,PHX,14747,SEA,1
AA,American Airlines Inc.,14107,PHX,14771,SFO,1
AA,American Airlines Inc.,14107,PHX,14831,SJC,1
AA,American Airlines Inc.,14107,PHX,14869,SLC,1
AA,American Airlines Inc.,14107,PHX,14893,SMF,1
AA,American Airlines Inc.,14107,PHX,14908,SNA,1
AA,American Airlines Inc.,14107,PHX,15016,STL,1
AA,American Airlines Inc.,14107,PHX,15304,TPA,1
AA,American Airlines Inc.,14107,PHX,15376,TUS,1
AA,American Airlines Inc.,14122,PIT,11057,CLT,1
AA,American Airlines Inc.,14122,PIT,11298,DFW,1
AA,American Airlines Inc.,14122,PIT,13303,MIA,1
AA,American Airlines Inc.,14122,PIT,13930,ORD,1
AA,American Airlines Inc.,14122,PIT,14100,PHL,1
AA,American Airlines Inc.,14122,PIT,14107,PHX,1
AA,American Airlines Inc.,14193,PNS,11057,CLT,1
AA,American Airlines Inc.,14193,PNS,11298,DFW,1
AA,American Airlines Inc.,14262,PSP,11298,DFW,1
AA,American Airlines Inc.,14262,PSP,13930,ORD,1
AA,American Airlines Inc.,14262,PSP,14107,PHX,1
AA,American Airlines Inc.,14307,PVD,11057,CLT,1
AA,American Airlines Inc.,14307,PVD,11278,DCA,1
AA,American Airlines Inc.,14321,PWM,11057,CLT,1
AA,American Airlines Inc.,14321,PWM,11278,DCA,1
AA,American Airlines Inc.,14492,RDU,11057,CLT,1
AA,American Airlines Inc.,14492,RDU,11278,DCA,1
AA,American Airlines Inc.,14492,RDU,11298,DFW,1
AA,American Airlines Inc.,14492,RDU,12892,LAX,1
AA,American Airlines Inc.,14492,RDU,12953,LGA,1
AA,American Airlines Inc.,14492,RDU,13303,MIA,1
AA,American Airlines Inc.,14492,RDU,13930,ORD,1
AA,American Airlines Inc.,14492,RDU,14100,PHL,1
AA,American Airlines Inc.,14492,RDU,14107,PHX,1
AA,American Airlines Inc.,14492,RDU,15304,TPA,1
AA,American Airlines Inc.,14524,RIC,11057,CLT,1
AA,American Airlines Inc.,14524,RIC,11298,DFW,1
AA,American Airlines Inc.,14524,RIC,13303,MIA,1
AA,American Airlines Inc.,14570,RNO,11298,DFW,1
AA,American Airlines Inc.,14570,RNO,14107,PHX,1
AA,American Airlines Inc.,14576,ROC,11057,CLT,1
AA,American Airlines Inc.,14635,RSW,11057,CLT,1
AA,American Airlines Inc.,14635,RSW,11278,DCA,1
AA,American Airlines Inc.,14635,RSW,11298,DFW,1
AA,American Airlines Inc.,14635,RSW,13930,ORD,1
AA,American Airlines Inc.,14635,RSW,14100,PHL,1
AA,American Airlines Inc.,14679,SAN,11057,CLT,1
AA,American Airlines Inc.,14679,SAN,11298,DFW,1
AA,American Airlines Inc.,14679,SAN,13303,MIA,1
AA,American Airlines Inc.,14679,SAN,13930,ORD,1
AA,American Airlines Inc.,14679,SAN,14100,PHL,1
AA,American Airlines Inc.,14679,SAN,14107,PHX,1
AA,American Airlines Inc.,14683,SAT,11057,CLT,1
AA,American Airlines Inc.,14683,SAT,11298,DFW,1
AA,American Airlines Inc.,14683,SAT,12892,LAX,1
AA,American Airlines Inc.,14683,SAT,13303,MIA,1
AA,American Airlines Inc.,14683,SAT,13930,ORD,1
AA,American Airlines Inc.,14683,SAT,14107,PHX,1
AA,American Airlines Inc.,14685,SAV,11057,CLT,1
AA,American Airlines Inc.,14685,SAV,11298,DFW,1
AA,American Airlines Inc.,14689,SBA,11298,DFW,1
AA,American Airlines Inc.,14689,SBA,14107,PHX,1
AA,American Airlines Inc.,14698,SBP,11298,DFW,1
AA,American Airlines Inc.,14730,SDF,11057,CLT,1
AA,American Airlines Inc.,14730,SDF,11298,DFW,1
AA,American Airlines Inc.,14730,SDF,13303,MIA,1
AA,American Airlines Inc.,14747,SEA,11057,CLT,1
AA,American Airlines Inc.,14747,SEA,11298,DFW,1
AA,American Airlines Inc.,14747,SEA,12892,LAX,1
AA,American Airlines Inc.,14747,SEA,13303,MIA,1
AA,American Airlines Inc.,14747,SEA,13930,ORD,1
AA,American Airlines Inc.,14747,SEA,14100,PHL,1
AA,American Airlines Inc.,14747,SEA,14107,PHX,1
AA,American Airlines Inc.,14771,SFO,11057,CLT,1
AA,American Airlines Inc.,14771,SFO,11298,DFW,1
AA,American Airlines Inc.,14771,SFO,12478,JFK,1
AA,American Airlines Inc.,14771,SFO,12892,LAX,1
AA,American Airlines Inc.,14771,SFO,13303,MIA,1
AA,American Airlines Inc.,14771,SFO,13930,ORD,1
AA,American Airlines Inc.,14771,SFO,14100,PHL,1
AA,American Airlines Inc.,14771,SFO,14107,PHX,1
AA,American Airlines Inc.,14831,SJC,11057,CLT,1
AA,American Airlines Inc.,14831,SJC,11298,DFW,1
AA,American Airlines Inc.,14831,SJC,11298,DFW,1
AA,American Airlines Inc.,14831,SJC,14107,PHX,1
AA,American Airlines Inc.,14843,SJU,11057,CLT,1
AA,American Airlines Inc.,14843,SJU,11298,DFW,1
AA,American Airlines Inc.,14843,SJU,13303,MIA,1
AA,American Airlines Inc.,14843,SJU,13930,ORD,1
AA,American Airlines Inc.,14843,SJU,14100,PHL,1
AA,American Airlines Inc.,14869,SLC,11057,CLT,1
AA,American Airlines Inc.,14869,SLC,11298,DFW,1
AA,American Airlines Inc.,14869,SLC,13303,MIA,1
AA,American Airlines Inc.,14869,SLC,13930,ORD,1
AA,American Airlines Inc.,14869,SLC,14100,PHL,1
AA,American Airlines Inc.,14869,SLC,14107,PHX,1
AA,American Airlines Inc.,14893,SMF,11057,CLT,1
AA,American Airlines Inc.,14893,SMF,11298,DFW,1
AA,American Airlines Inc.,14893,SMF,13930,ORD,1
AA,American Airlines Inc.,14893,SMF,14107,PHX,1
AA,American Airlines Inc.,14908,SNA,10423,AUS,1
AA,American Airlines Inc.,14908,SNA,11298,DFW,1
AA,American Airlines Inc.,14908,SNA,12478,JFK,1
AA,American Airlines Inc.,14908,SNA,13930,ORD,1
AA,American Airlines Inc.,14908,SNA,14107,PHX,1
AA,American Airlines Inc.,14986,SRQ,11057,CLT,1
AA,American Airlines Inc.,14986,SRQ,11278,DCA,1
AA,American Airlines Inc.,14986,SRQ,11298,DFW,1
AA,American Airlines Inc.,14986,SRQ,13930,ORD,1
AA,American Airlines Inc.,14986,SRQ,14100,PHL,1
AA,American Airlines Inc.,15016,STL,11057,CLT,1
AA,American Airlines Inc.,15016,STL,11278,DCA,1
AA,American Airlines Inc.,15016,STL,11298,DFW,1
AA,American Airlines Inc.,15016,STL,12892,LAX,1
AA,American Airlines Inc.,15016,STL,12953,LGA,1
AA,American Airlines Inc.,15016,STL,13303,MIA,1
AA,American Airlines Inc.,15016,STL,13930,ORD,1
AA,American Airlines Inc.,15016,STL,14100,PHL,1
AA,American Airlines Inc.,15016,STL,14107,PHX,1
AA,American Airlines Inc.,15024,STT,11057,CLT,1
AA,American Airlines Inc.,15024,STT,11298,DFW,1
AA,American Airlines Inc.,15024,STT,12323,ILM,1
AA,American Airlines Inc.,15024,STT,12478,JFK,1
AA,American Airlines Inc.,15024,STT,13303,MIA,1
AA,American Airlines Inc.,15024,STT,13930,ORD,1
AA,American Airlines Inc.,15024,STT,14100,PHL,1
AA,American Airlines Inc.,15027,STX,11057,CLT,1
AA,American Airlines Inc.,15027,STX,13303,MIA,1
AA,American Airlines Inc.,15096,SYR,11057,CLT,1
AA,American Airlines Inc.,15096,SYR,11298,DFW,1
AA,American Airlines Inc.,15304,TPA,10423,AUS,1
AA,American Airlines Inc.,15304,TPA,11057,CLT,1
AA,American Airlines Inc.,15304,TPA,11278,DCA,1
AA,American Airlines Inc.,15304,TPA,11298,DFW,1
AA,American Airlines Inc.,15304,TPA,11298,DFW,1
AA,American Airlines Inc.,15304,TPA,12892,LAX,1
AA,American Airlines Inc.,15304,TPA,13303,MIA,1
AA,American Airlines Inc.,15304,TPA,13930,ORD,1
AA,American Airlines Inc.,15304,TPA,14100,PHL,1
AA,American Airlines Inc.,15304,TPA,14107,PHX,1
AA,American Airlines Inc.,15304,TPA,14492,RDU,1
AA,American Airlines Inc.,15370,TUL,11057,CLT,1
AA,American Airlines Inc.,15370,TUL,11298,DFW,1
AA,American Airlines Inc.,15376,TUS,11298,DFW,1
AA,American Airlines Inc.,15376,TUS,13930,ORD,1
AA,American Airlines Inc.,15376,TUS,14107,PHX,1
AA,American Airlines Inc.,15412,TYS,11057,CLT,1
AA,American Airlines Inc.,15412,TYS,11298,DFW,1
AA,American Airlines Inc.,15624,VPS,11057,CLT,1
AA,American Airlines Inc.,15624,VPS,11278,DCA,1
AA,American Airlines Inc.,15624,VPS,11298,DFW,1
AA,American Airlines Inc.,15919,XNA,11057,CLT,1
AA,American Airlines Inc.,15919,XNA,11298,DFW,1
ABX,ABX Air Inc,10135,ABE,11193,CVG,1
ABX,ABX Air Inc,10135,ABE,12324,ILN,1
ABX,ABX Air Inc,10135,ABE,14512,RFD,1
ABX,ABX Air Inc,10135,ABE,14691,SBD,1
ABX,ABX Air Inc,10397,ATL,11193,CVG,1
ABX,ABX Air Inc,10423,AUS,15370,TUL,1
ABX,ABX Air Inc,10529,BDL,11193,CVG,1
ABX,ABX Air Inc,10529,BDL,13230,MDT,1
ABX,ABX Air Inc,10693,BNA,11193,CVG,1
ABX,ABX Air Inc,10693,BNA,13495,MSY,1
ABX,ABX Air Inc,10721,BOS,10529,BDL,1
ABX,ABX Air Inc,10721,BOS,11193,CVG,1
ABX,ABX Air Inc,10721,BOS,11193,CVG,1
ABX,ABX Air Inc,10721,BOS,11433,DTW,1
ABX,ABX Air Inc,11193,CVG,10135,ABE,1
ABX,ABX Air Inc,11193,CVG,10397,ATL,1
ABX,ABX Air Inc,11193,CVG,10423,AUS,1
ABX,ABX Air Inc,11193,CVG,10529,BDL,1
ABX,ABX Air Inc,11193,CVG,10693,BNA,1
ABX,ABX Air Inc,11193,CVG,10721,BOS,1
ABX,ABX Air Inc,11193,CVG,10721,BOS,1
ABX,ABX Air Inc,11193,CVG,11292,DEN,1
ABX,ABX Air Inc,11193,CVG,11292,DEN,1
ABX,ABX Air Inc,11193,CVG,11298,DFW,1
ABX,ABX Air Inc,11193,CVG,11433,DTW,1
ABX,ABX Air Inc,11193,CVG,11618,EWR,1
ABX,ABX Air Inc,11193,CVG,11995,GSO,1
ABX,ABX Air Inc,11193,CVG,11995,GSO,1
ABX,ABX Air Inc,11193,CVG,12478,JFK,1
ABX,ABX Air Inc,11193,CVG,12892,LAX,1
ABX,ABX Air Inc,11193,CVG,13230,MDT,1
ABX,ABX Air Inc,11193,CVG,13244,MEM,1
ABX,ABX Air Inc,11193,CVG,13303,MIA,1
ABX,ABX Air Inc,11193,CVG,13495,MSY,1
